Running command: python3 base5.py -i misc/4.1.01.tiff
 Char | Huffman code 
 9    |  1111000110
 234  |  1101110111
 8    |  1010110101
 7    |  0110110011
 6    |  0001100010
 235  | 11110001111
 236  | 11011101101
 5    | 11011101100
 4    | 01101100101
 237  | 01101100100
 3    | 00011000111
 238  | 00011000110
 2    |111100011101
 240  |101011010011
 239  |101011010010
 1    |101011010001
 241  |1111000111001
 242  |1010110100001
 243  |1010110100000
 244  |11110001110000
 245  |111100011100010
 246  |1111000111000111
 247  |11110001110001101
 248  |111100011100011001
 249  |1111000111000110001
 254  |1111000111000110000
Entropía de la fuente:  7.76247650804386
Longitud media del código de Huffman:  7.788666517496706
Varianza del código de Huffman:  0.49370082654465286
Eficiencia de la codificación original de la fuente:  0.9703095635054825
Eficiencia del nuevo código de Huffman:  0.9735833146870883
Memoria original:  6675480   Memoria comprimido:  6675480
Tasa de compresión:  0.0
Cantidad de simbolos en el diccionario:  251
Incoherencias:  0
Running command: python3 base5.py -i misc/4.2.07.tiff
 Char | Huffman code 
----------------------
 0    |       11010
 41   |     1100101
 39   |     1100011
 40   |     1100010
 38   |     1011011
 44   |     1011001
 43   |     1010010
 42   |     1001011
 37   |     0111110
 198  |     0111011
 199  |     0111001
 36   |     0110111
 200  |     0110101
 35   |     0101111
 201  |     0101011
 195  |     0101000
 46   |     0100110
 197  |     0100100
 48   |     0100011
 202  |     0011111
 196  |     0011110
 45   |     0011010
 192  |     0011000
 203  |     0010111
 204  |     0010110
 193  |     0010011
 194  |     0010001
 188  |     0010000
 184  |     0001111
 47   |     0001110
 205  |     0001100
 206  |     0001011
 207  |     0001010
 49   |     0001001
 191  |     0001000
 51   |     0000111
 190  |     0000110
 189  |     0000101
 186  |     0000100
 208  |     0000010
 185  |     0000001
 182  |     0000000
 187  |    11111111
 83   |    11111110
 50   |    11111101
 34   |    11111100
 183  |    11111011
 33   |    11111001
 181  |    11111000
 79   |    11110111
 180  |    11110110
 176  |    11110100
 179  |    11110011
 80   |    11110000
 56   |    11101111
 52   |    11101110
 177  |    11101101
 81   |    11101100
 53   |    11101010
 209  |    11101001
 54   |    11101000
 88   |    11100111
 178  |    11100110
 84   |    11100101
 78   |    11100010
 86   |    11100001
 55   |    11100000
 82   |    11011111
 76   |    11011110
 85   |    11011101
 57   |    11011100
 32   |    11011011
 174  |    11011001
 89   |    11011000
 172  |    11001111
 175  |    11001101
 31   |    11001100
 210  |    11001001
 58   |    11001000
 60   |    11000011
 87   |    11000001
 77   |    11000000
 75   |    10111111
 173  |    10111110
 112  |    10111101
 120  |    10111100
 59   |    10111011
 211  |    10111010
 171  |    10111001
 63   |    10110101
 115  |    10110100
 92   |    10110001
 73   |    10101111
 91   |    10101110
 116  |    10101101
 118  |    10101100
 72   |    10101011
 71   |    10101010
 169  |    10101001
 124  |    10101000
 113  |    10100110
 170  |    10100011
 108  |    10100010
 62   |    10100001
 167  |    10100000
 96   |    10011111
 74   |    10011110
 121  |    10011100
 168  |    10011011
 90   |    10011010
 114  |    10011001
 61   |    10011000
 30   |    10010101
 64   |    10010100
 117  |    10010011
 163  |    10010010
 123  |    10010001
 67   |    10010000
 110  |    10001111
 70   |    10001110
 119  |    10001101
 166  |    10001100
 122  |    10001011
 65   |    10001001
 68   |    10001000
 128  |    10000111
 152  |    10000110
 160  |    10000101
 109  |    10000100
 164  |    10000011
 93   |    10000010
 125  |    10000001
 94   |    10000000
 126  |    01111111
 159  |    01111110
 69   |    01111011
 105  |    01111010
 156  |    01111001
 161  |    01111000
 165  |    01110101
 104  |    01110100
 212  |    01110001
 99   |    01110000
 111  |    01101101
 129  |    01101100
 150  |    01101001
 107  |    01101000
 153  |    01100110
 147  |    01100101
 66   |    01100100
 158  |    01100011
 97   |    01100010
 131  |    01100001
 144  |    01100000
 143  |    01011101
 149  |    01011100
 106  |    01011011
 95   |    01011010
 162  |    01011001
 154  |    01011000
 157  |    01010101
 103  |    01010100
 127  |    01010011
 151  |    01010010
 102  |    01001111
 136  |    01001110
 100  |    01001011
 138  |    01001010
 155  |    01000101
 130  |    01000100
 28   |    01000011
 132  |    01000010
 142  |    01000001
 148  |    01000000
 145  |    00111011
 146  |    00111010
 101  |    00111001
 140  |    00111000
 135  |    00110111
 133  |    00110110
 98   |    00110011
 29   |    00110010
 139  |    00101011
 134  |    00101010
 141  |    00101001
 137  |    00101000
 213  |    00100101
 214  |    00011011
 27   |    00011010
 19   |    00000111
 24   |    00000110
 17   |   111110100
 25   |   111101011
 16   |   111101010
 20   |   111100101
 22   |   111100100
 23   |   111100011
 26   |   111100010
 15   |   111010111
 18   |   111010110
 216  |   111001001
 215  |   111001000
 21   |   111000111
 14   |   110110101
 3    |   110110100
 12   |   110011101
 13   |   110011100
 1    |   110000101
 11   |   110000100
 9    |   101110001
 7    |   101110000
 8    |   101100001
 217  |   101100000
 2    |   101001111
 10   |   101001110
 4    |   100111011
 5    |   100111010
 6    |   100010101
 218  |   011001111
 219  |   011001110
 220  |   001001001
 221  |   001001000
 224  |  1111101011
 222  |  1111101010
 223  |  1110001100
 225  |  1000101001
 226  | 11100011011
 227  | 10001010001
 228  |111000110101
 229  |111000110100
 230  |100010100000
 231  |1000101000010
 232  |10001010000110
 233  |100010100001110
 234  |1000101000011110
 235  |10001010000111111
 236  |100010100001111101
 237  |1000101000011111001
 254  |1000101000011111000
Entropía de la fuente:  7.669605148919853
Longitud media del código de Huffman:  7.694167857488532
Varianza del código de Huffman:  0.6516025559382739
Eficiencia de la codificación original de la fuente:  0.9587006436149816
Eficiencia del nuevo código de Huffman:  0.9617709821860665
Memoria original:  6675480   Memoria comprimido:  6675480
Tasa de compresión:  0.0
Cantidad de simbolos en el diccionario:  239
Incoherencias:  0
Running command: python3 base5.py -i misc/5.1.09.tiff
 Char | Huffman code 
----------------------
 137  |      111000
 138  |      110111
 131  |      110100
 127  |      110010
 135  |      110001
 132  |      110000
 133  |      101110
 140  |      101101
 126  |      101100
 139  |      101011
 149  |      101010
 136  |      101001
 141  |      101000
 148  |      100110
 134  |      100101
 129  |      100100
 142  |      100011
 144  |      100010
 128  |      100001
 130  |      100000
 143  |      011110
 146  |      011101
 124  |      011100
 147  |      011010
 125  |      011001
 145  |      011000
 150  |      010110
 118  |      010101
 151  |      010100
 123  |      010010
 121  |      010001
 122  |      010000
 119  |      001111
 117  |      001101
 120  |      001100
 116  |      001011
 152  |      001010
 115  |      001000
 153  |      000110
 114  |      000101
 155  |      000011
 156  |      000000
 157  |     1111111
 112  |     1111110
 111  |     1111100
 113  |     1111011
 109  |     1111010
 110  |     1111001
 154  |     1110111
 158  |     1110110
 108  |     1110101
 107  |     1110011
 159  |     1101100
 105  |     1100111
 106  |     1011111
 104  |     1001111
 103  |     1001110
 160  |     0110111
 102  |     0101111
 161  |     0100111
 101  |     0010011
 100  |     0001001
 99   |     0001000
 162  |     0000100
 98   |     0000011
 163  |    11111011
 165  |    11101001
 164  |    11101000
 97   |    11100101
 95   |    11010110
 94   |    11010100
 93   |    11001101
 96   |    11001100
 166  |    01111111
 167  |    01111101
 91   |    01011101
 92   |    01001101
 168  |    00111001
 90   |    00011111
 89   |    00011110
 88   |    00000100
 86   |   111110100
 169  |   111100001
 87   |   111100000
 84   |   110110100
 83   |   110101110
 0    |   110101010
 170  |   101111011
 85   |   101111000
 77   |   011011011
 75   |   011011001
 82   |   011011000
 80   |   010111001
 73   |   010011001
 76   |   001110111
 171  |   001110110
 81   |   001110101
 172  |   001110000
 69   |   001001011
 79   |   001001000
 66   |   000111011
 78   |   000111001
 68   |   000111000
 74   |   000010110
 173  |   000010100
 67   |   000001010
 65   |  1111101011
 70   |  1111000101
 71   |  1110010010
 61   |  1101101111
 56   |  1101101101
 174  |  1101101100
 59   |  1101011111
 60   |  1101010110
 64   |  1011110101
 72   |  1011110100
 58   |  1011110011
 53   |  0111111010
 63   |  0111111001
 62   |  0111110010
 175  |  0111110000
 177  |  0110110100
 57   |  0100110001
 55   |  0011101001
 54   |  0011101000
 49   |  0011100010
 50   |  0010010100
 178  |  0001110101
 52   |  0001110100
 179  |  0000101011
 51   | 11111010101
 176  | 11110001111
 1    | 11110001000
 46   | 11100100111
 48   | 11100100011
 47   | 11100100010
 180  | 11011011101
 44   | 11010111101
 42   | 10111100101
 184  | 10111100100
 181  | 01111110001
 182  | 01111100011
 45   | 01111100010
 185  | 01011100011
 188  | 01011100010
 194  | 01011100001
 183  | 01011100000
 203  | 01001100001
 34   | 00111000111
 192  | 00111000110
 43   | 00100101011
 186  | 00100101010
 41   | 00100100111
 189  | 00001011111
 39   | 00001011110
 40   | 00001011101
 206  | 00001011100
 198  | 00000101110
 37   | 00000101101
 3    | 00000101100
 190  |111110101000
 18   |111100011001
 187  |111100011000
 195  |111100011011
 32   |111100011010
 11   |111100011101
 38   |111100011100
 30   |111001001101
 19   |111001001100
 13   |111001000001
 7    |111001000000
 33   |111001000011
 211  |110110101101
 196  |110110101100
 29   |110110101111
 193  |110110101110
 31   |110110101001
 36   |110110101000
 205  |110110101011
 14   |110110101010
 12   |110101111000
 20   |110101011101
 199  |110101011100
 204  |110101011111
 22   |110101011110
 197  |011111101110
 17   |011111101101
 16   |011111101100
 25   |011111001101
 201  |011111001100
 26   |011111001111
 4    |011111001110
 6    |011011010111
 191  |011011010101
 10   |011011010100
 202  |010011000000
 5    |001001001100
 15   |001001001001
 218  |001001001000
 207  |001001001011
 35   |001001001010
 240  |000010101010
 27   |000001011111
 24   |000001011110
 210  |1111101010011
 209  |1111101010010
 200  |1111000100101
 215  |1111000100100
 9    |1111000100111
 21   |1111000100110
 23   |1101101110011
 2    |1101101110010
 214  |1101101110000
 243  |1101011110011
 239  |1101011110010
 213  |0111111011111
 220  |0111111011110
 28   |0111111000011
 208  |0111111000010
 228  |0110110101100
 236  |0100110000011
 212  |0100110000010
 216  |0010010011011
 241  |0010010011010
 244  |0000101010111
 242  |0000101010110
 226  |11011011100011
 222  |11011011100010
 219  |11100100001001
 235  |11100100001000
 237  |11100100001011
 217  |11100100001010
 8    |01101101011011
 231  |01101101011010
 247  |01111110000001
 245  |01111110000000
 234  |00001010100101
 225  |00001010100100
 238  |00001010100111
 246  |00001010100110
 223  |00001010100001
 221  |00001010100000
 224  |00001010100011
 233  |00001010100010
 229  |011111100000101
 232  |011111100000100
 227  |0111111000001101
 249  |0111111000001100
 248  |0111111000001111
 254  |0111111000001110
Entropía de la fuente:  6.716685841242084
Longitud media del código de Huffman:  6.73858687376279
Varianza del código de Huffman:  1.7215367879074979
Eficiencia de la codificación original de la fuente:  0.8395857301552605
Eficiencia del nuevo código de Huffman:  0.8423233592203487
Memoria original:  562488   Memoria comprimido:  444376
Tasa de compresión:  0.20998136849141671
Cantidad de simbolos en el diccionario:  250
Incoherencias:  0
Running command: python3 base5.py -i misc/5.1.10.tiff
 Char | Huffman code 
----------------------
 93   |      010000
 92   |      001101
 95   |      001011
 91   |      001010
 89   |      000110
 90   |      000100
 96   |      000011
 94   |      000001
 97   |     1111101
 88   |     1111011
 116  |     1111001
 98   |     1111000
 99   |     1110100
 100  |     1110011
 112  |     1110000
 86   |     1101110
 115  |     1101011
 114  |     1101010
 87   |     1101000
 104  |     1100110
 102  |     1100101
 103  |     1100011
 101  |     1100000
 108  |     1011110
 109  |     1011011
 110  |     1011010
 84   |     1011000
 107  |     1010111
 105  |     1010101
 106  |     1010100
 118  |     1010001
 119  |     1010000
 113  |     1001111
 85   |     1001101
 121  |     1001011
 111  |     1001001
 117  |     1001000
 120  |     1000111
 124  |     0111111
 122  |     0111110
 83   |     0111011
 123  |     0110111
 126  |     0110110
 152  |     0110100
 127  |     0110011
 129  |     0110010
 140  |     0110000
 82   |     0101111
 130  |     0101101
 144  |     0101100
 128  |     0101011
 150  |     0101010
 148  |     0101000
 132  |     0100111
 134  |     0100110
 125  |     0100101
 153  |     0100100
 81   |     0100011
 142  |     0100010
 158  |     0011111
 137  |     0011110
 146  |     0011101
 131  |     0011100
 135  |     0011001
 138  |     0011000
 139  |     0010011
 133  |     0010010
 176  |     0010000
 159  |     0001111
 155  |     0001110
 157  |     0001011
 156  |     0001010
 147  |     0000101
 184  |     0000100
 149  |     0000001
 162  |     0000000
 136  |    11111111
 145  |    11111110
 151  |    11111101
 161  |    11111100
 180  |    11111001
 143  |    11111000
 160  |    11110101
 188  |    11110100
 190  |    11101111
 80   |    11101110
 168  |    11101101
 185  |    11101100
 192  |    11101011
 154  |    11101010
 141  |    11100100
 182  |    11100011
 177  |    11100010
 165  |    11011111
 186  |    11011110
 164  |    11011011
 193  |    11011010
 172  |    11011001
 178  |    11011000
 175  |    11010011
 167  |    11010010
 174  |    11001111
 169  |    11001110
 191  |    11001001
 181  |    11001000
 163  |    11000101
 187  |    11000100
 196  |    11000010
 79   |    10111111
 166  |    10111110
 189  |    10111011
 183  |    10111010
 173  |    10111001
 179  |    10111000
 195  |    10110011
 171  |    10110010
 78   |    10101101
 199  |    10101100
 198  |    10100110
 204  |    10100101
 170  |    10100100
 200  |    10011101
 194  |    10011100
 224  |    10011001
 230  |    10011000
 228  |    10010101
 202  |    10001101
 220  |    10001100
 210  |    10001011
 227  |    10001010
 226  |    10001001
 222  |    10001000
 229  |    10000111
 223  |    10000110
 206  |    10000101
 197  |    10000100
 217  |    10000011
 203  |    10000010
 213  |    10000001
 216  |    10000000
 214  |    01111011
 218  |    01111010
 212  |    01111001
 225  |    01111000
 77   |    01110101
 221  |    01110100
 201  |    01110011
 205  |    01110001
 208  |    01110000
 211  |    01101011
 209  |    01101010
 219  |    01100011
 207  |    01100010
 76   |    01011100
 215  |    01010011
 231  |    00100011
 232  |    00100010
 75   |   110000111
 234  |   101001111
 233  |   100101001
 74   |   100101000
 73   |   011100100
 236  |   010111010
 235  |   010100101
 237  |  1110010111
 0    |  1110010101
 72   |  1110010100
 238  |  1010011101
 71   |  0101110111
 240  |  0101110110
 239  | 11100101100
 1    | 11000011010
 241  | 11000011001
 69   | 11000011000
 70   | 10100111000
 242  | 01010010000
 2    |111001011010
 68   |101001110011
 3    |011100101100
 22   |010100100110
 23   |1110010110111
 24   |1110010110110
 67   |1100001101110
 30   |1100001101101
 26   |1010011100101
 29   |1010011100100
 27   |0111001011111
 8    |0111001010110
 243  |0111001010001
 244  |0111001010000
 4    |0111001010011
 15   |0111001010010
 34   |0111001010101
 38   |0111001010100
 32   |0101001001111
 21   |0101001001001
 35   |0101001001000
 28   |0101001001011
 39   |0101001001010
 66   |11000011011110
 41   |11000011011001
 46   |11000011011000
 42   |01110010101111
 14   |01110010101110
 16   |01110010111001
 13   |01110010111000
 9    |01110010111011
 10   |01110010111010
 20   |01110010110101
 6    |01110010110100
 5    |01110010110111
 40   |01110010110110
 31   |01110010111101
 19   |01010010011100
 18   |110000110111111
 12   |110000110111110
 7    |01010010001101
 11   |01010010001100
 50   |01010010001111
 33   |01010010001110
 43   |01010010001001
 25   |01010010001000
 36   |01010010001011
 248  |010100100010100
 61   |0101001000101011
 51   |0101001000101010
 48   |0111001011110001
 37   |0111001011110000
 47   |0111001011110011
 53   |0111001011110010
 44   |0101001001110101
 52   |0101001001110100
 254  |0101001001110111
 17   |0101001001110110
Entropía de la fuente:  7.320449876516664
Longitud media del código de Huffman:  7.357088472666363
Varianza del código de Huffman:  0.6787311605904348
Eficiencia de la codificación original de la fuente:  0.915056234564583
Eficiencia del nuevo código de Huffman:  0.9196360590832954
Memoria original:  562488   Memoria comprimido:  499960
Tasa de compresión:  0.11116326037177682
Cantidad de simbolos en el diccionario:  234
Incoherencias:  0
Running command: python3 base5.py -i misc/5.1.11.tiff
 Char | Huffman code 
----------------------
 224  |        1000
 225  |        0011
 223  |       01011
 226  |       01001
 222  |      111000
 205  |      110010
 206  |      110001
 208  |      110000
 207  |      101111
 204  |      101110
 209  |      101101
 200  |      101011
 203  |      101010
 213  |      101000
 214  |      100111
 212  |      100110
 211  |      100101
 216  |      011111
 221  |      011110
 202  |      011101
 201  |      011011
 210  |      011010
 220  |      011001
 217  |      011000
 219  |      010100
 218  |      010001
 215  |      010000
 198  |      001010
 199  |      001001
 227  |      000110
 197  |      000011
 196  |     1111110
 195  |     1111010
 192  |     1111001
 194  |     1110111
 193  |     1110100
 190  |     1101100
 188  |     1101001
 189  |     1101000
 191  |     1100110
 187  |     1011000
 184  |     1010010
 186  |     1001001
 185  |     0111001
 176  |     0111000
 182  |     0101010
 172  |     0010001
 180  |     0010000
 181  |     0001110
 173  |     0001010
 179  |     0001001
 178  |     0001000
 174  |     0000101
 171  |     0000011
 177  |     0000010
 169  |     0000000
 168  |    11111110
 170  |    11111011
 175  |    11111010
 183  |    11111001
 167  |    11110111
 163  |    11110110
 164  |    11110001
 166  |    11101101
 228  |    11101100
 0    |    11101011
 165  |    11101010
 156  |    11100111
 160  |    11100110
 159  |    11011111
 153  |    11011110
 161  |    11011101
 162  |    11011100
 157  |    11011011
 158  |    11011010
 152  |    11010111
 150  |    11010101
 151  |    11010100
 155  |    11001111
 154  |    11001110
 148  |    10110010
 149  |    10100111
 146  |    10010001
 147  |    10010000
 144  |    01010110
 145  |    00101111
 142  |    00101100
 143  |    00011110
 137  |    00010110
 138  |    00001000
 139  |    00000011
 136  |    00000010
 140  |   111111110
 141  |   111110001
 135  |   111110000
 134  |   111100000
 133  |   111001001
 132  |   111001000
 131  |   101100111
 130  |   010101111
 229  |   001011100
 128  |   001011010
 127  |   000111111
 126  |   000111110
 129  |   000101110
 124  |  1111111111
 120  |  1111000011
 125  |  1110010111
 121  |  1110010101
 122  |  1101011010
 118  |  1011001101
 123  |  1010011011
 119  |  0010110111
 116  |  0010110110
 114  |  0001011111
 117  |  0000100110
 115  | 11100101100
 230  | 11010110111
 112  | 11010110011
 106  | 10100110101
 113  | 01010111011
 111  | 01010111010
 110  | 00101110111
 1    | 00101110101
 108  | 00010111100
 107  | 00001001011
 105  | 00001001010
 64   | 00001001001
 109  | 00001001000
 56   |111111111000
 67   |111100001000
 57   |111001011011
 91   |111001011010
 65   |111001010001
 58   |111001010000
 103  |110101100100
 66   |110101100011
 96   |110101100010
 104  |101100110001
 102  |101100110000
 81   |101100110011
 63   |101100110010
 85   |110101100001
 61   |110101100000
 101  |101001100011
 51   |101001100010
 92   |101001100101
 59   |101001100100
 88   |101001100111
 95   |101001100110
 89   |101001100001
 77   |010101110001
 48   |010101110000
 98   |010101110011
 69   |010101110010
 71   |001011101101
 82   |001011101000
 90   |000101111011
 80   |000101111010
 97   |000010011101
 79   |000010011100
 54   |000010011111
 100  |000010011110
 93   |1111111110110
 52   |1111111110011
 68   |1111111110010
 73   |1111111110101
 70   |1111111110100
 83   |1111000010011
 72   |1111000010010
 53   |1111000010101
 86   |1111000010100
 76   |1111000010111
 94   |1111000010110
 47   |1101011011011
 50   |1101011011010
 99   |1110010100101
 78   |1110010100100
 74   |1110010100111
 55   |1101011001011
 87   |1101011001010
 75   |1101011011001
 62   |1101011011000
 41   |1010011010001
 60   |1010011010000
 231  |1010011010011
 3    |1010011010010
 42   |1010011000000
 49   |0010111011001
 44   |0010111011000
 84   |0010111010011
 43   |11111111101111
 45   |11100101001101
 46   |10100110000011
 8    |00101110100100
 39   |111111111011101
 4    |111111111011100
 232  |111001010011000
 40   |1110010100110010
 36   |11100101001100111
 38   |11100101001100110
 10   |1010011000001001
 254  |1010011000001000
 2    |1010011000001011
 6    |1010011000001010
 17   |0010111010010101
 21   |0010111010010100
 23   |0010111010010111
 28   |0010111010010110
Entropía de la fuente:  6.460018538133842
Longitud media del código de Huffman:  6.480310644129772
Varianza del código de Huffman:  2.2743115831104257
Eficiencia de la codificación original de la fuente:  0.8075023172667303
Eficiencia del nuevo código de Huffman:  0.8100388305162215
Memoria original:  562488   Memoria comprimido:  444376
Tasa de compresión:  0.20998136849141671
Cantidad de simbolos en el diccionario:  209
Incoherencias:  0
Running command: python3 base5.py -i misc/5.1.12.tiff
 Char | Huffman code 
----------------------
 230  |        1110
 231  |        1000
 229  |        0010
 228  |       10100
 227  |       01100
 232  |       01011
 226  |       00110
 225  |       00000
 224  |      111111
 223  |      100100
 222  |      011101
 233  |      011011
 220  |      010011
 221  |      010010
 218  |      001110
 216  |      000111
 219  |      000101
 217  |      000100
 214  |     1111000
 213  |     1101111
 212  |     1101101
 215  |     1101010
 208  |     1100010
 234  |     1100001
 210  |     1011111
 209  |     1011110
 211  |     1011101
 207  |     1010101
 206  |     0111110
 205  |     0111000
 204  |     0100011
 203  |     0011111
 202  |    11111000
 201  |    11011001
 235  |    11010010
 200  |    11001110
 198  |    11001100
 199  |    10110100
 197  |    10101110
 192  |    10011101
 195  |    10011011
 193  |    10010110
 196  |    10010101
 46   |    01111010
 236  |    01010111
 189  |    01010100
 48   |    01010011
 194  |    01000101
 190  |    01000010
 188  |    01000001
 45   |    00111101
 47   |    00111100
 184  |    00011011
 191  |    00011001
 185  |    00011000
 50   |    00001111
 186  |    00001110
 112  |    00001101
 107  |    00001100
 103  |    00001011
 49   |    00001010
 105  |    00001001
 43   |    00001000
 42   |   111110110
 144  |   111110101
 102  |   111110100
 44   |   111110011
 187  |   111101111
 181  |   111101110
 108  |   111101101
 106  |   111101100
 172  |   111101011
 182  |   111101010
 97   |   111101001
 51   |   111101000
 166  |   111100110
 180  |   110111011
 110  |   110111010
 100  |   111100101
 163  |   111100100
 178  |   110111001
 160  |   110111000
 162  |   110110001
 176  |   110110000
 161  |   110101111
 122  |   110101110
 168  |   110101101
 115  |   110101100
 170  |   110100111
 109  |   110100001
 152  |   110100000
 135  |   110100011
 96   |   110100010
 140  |   110011111
 179  |   110011110
 157  |   110011011
 124  |   110011010
 155  |   110010101
 98   |   110010100
 99   |   110010111
 41   |   110010110
 183  |   110010001
 104  |   110010000
 147  |   110010011
 128  |   110010010
 131  |   110001111
 117  |   110001110
 156  |   110001101
 113  |   110000001
 142  |   110000000
 169  |   110000011
 52   |   110000010
 143  |   101110011
 111  |   101110010
 145  |   101110001
 126  |   101110000
 153  |   101101111
 146  |   101101101
 148  |   101101100
 158  |   101101011
 134  |   101101010
 177  |   101100111
 159  |   101100110
 101  |   101100101
 171  |   101100100
 114  |   101100001
 116  |   101100000
 94   |   101100011
 136  |   101100010
 53   |   101011111
 129  |   101011110
 165  |   101011011
 173  |   101011010
 121  |   101011001
 154  |   101011000
 150  |   101010001
 164  |   101010000
 95   |   101010011
 137  |   101010010
 151  |   100111111
 174  |   100111110
 149  |   100111101
 93   |   100111001
 167  |   100111000
 91   |   100110101
 138  |   100110100
 90   |   100110011
 81   |   100110010
 139  |   100110001
 74   |   100110000
 175  |   100101111
 80   |   100101110
 40   |   100101001
 132  |   100101000
 92   |   011111111
 118  |   011111110
 85   |   011111101
 120  |   011111100
 78   |   011110111
 89   |   011110110
 119  |   011110011
 130  |   011110010
 125  |   011110001
 84   |   011110000
 123  |   011100111
 87   |   011100110
 88   |   011100101
 127  |   011100100
 141  |   011010111
 133  |   011010110
 54   |   011010101
 75   |   011010100
 83   |   011010011
 56   |   011010010
 82   |   011010001
 67   |   011010000
 72   |   010101101
 57   |   010101100
 77   |   010101010
 76   |   010100101
 70   |   010100100
 86   |   010100011
 79   |   010100010
 73   |   010100001
 68   |   010100000
 55   |   010001001
 39   |   010001000
 237  |   010000111
 58   |   010000110
 64   |   010000001
 69   |   010000000
 59   |   000110101
 61   |   000110100
 71   |  1111101111
 62   |  1111100101
 60   |  1111100100
 65   |  1111001111
 66   |  1111001110
 0    |  1101001101
 63   |  1101001100
 240  |  1100011001
 38   |  1100011000
 238  |  1011011101
 239  |  1001111001
 37   |  1001111000
 36   | 11111011100
 241  | 10110111000
 242  | 01010101111
 1    | 01010101101
 35   | 01010101100
 245  |111110111010
 244  |101101110011
 34   |101101110010
 246  |1111101110110
 3    |0101010111011
 33   |0101010111001
 32   |0101010111000
 243  |11111011101111
 8    |111110111011101
 4    |111110111011100
 10   |0101010111010101
 254  |0101010111010100
 2    |0101010111010111
 6    |0101010111010110
 17   |0101010111010001
 21   |0101010111010000
 23   |0101010111010011
 28   |0101010111010010
Entropía de la fuente:  6.716812487048447
Longitud media del código de Huffman:  6.745073854119084
Varianza del código de Huffman:  3.798405381327984
Eficiencia de la codificación original de la fuente:  0.8396015608810559
Eficiencia del nuevo código de Huffman:  0.8431342317648854
Memoria original:  562488   Memoria comprimido:  444376
Tasa de compresión:  0.20998136849141671
Cantidad de simbolos en el diccionario:  228
Incoherencias:  0
Running command: python3 base5.py -i misc/5.1.13.tiff
 Char | Huffman code 
----------------------
 255  |           1
 3    |         000
 4    |        0110
 6    |      010010
 5    |      001111
 7    |      001100
 8    |      001010
 10   |     0111010
 9    |     0101111
 11   |     0101011
 12   |     0010110
 14   |    01010011
 13   |    01010010
 15   |    01001101
 0    |    01000111
 16   |   011110011
 17   |   010110010
 19   |   010011101
 18   |   010011100
 247  |   010000110
 21   |   001110110
 23   |   001110100
 251  |   001101011
 241  |   001001011
 243  |   001001010
 26   |   001001101
 230  |   001001100
 20   |   001001001
 222  |   001000101
 223  |   001000100
 27   |   001000111
 238  |   001000110
 207  |  0111110101
 215  |  0111110100
 233  |  0111110111
 253  |  0111110110
 25   |  0111111001
 237  |  0111111000
 1    |  0111101010
 24   |  0111101001
 196  |  0111101000
 254  |  0111100101
 22   |  0111100100
 157  |  0111100011
 249  |  0111100010
 231  |  0111100001
 245  |  0111001011
 228  |  0111001010
 191  |  0111000010
 248  |  0101110111
 239  |  0101110110
 250  |  0111000001
 221  |  0111000000
 234  |  0101110101
 236  |  0101110011
 143  |  0101110010
 119  |  0101110001
 146  |  0101100111
 140  |  0101100110
 213  |  0101101001
 167  |  0101101000
 205  |  0101101011
 252  |  0101101010
 48   |  0101101101
 137  |  0101101100
 232  |  0101010011
 182  |  0101010010
 209  |  0101100001
 111  |  0101100000
 160  |  0101100011
 29   |  0101100010
 242  |  0101010101
 225  |  0101010100
 219  |  0101010111
 36   |  0101010110
 244  |  0101010001
 131  |  0101000101
 40   |  0101000100
 126  |  0101000111
 163  |  0101000110
 226  |  0101000001
 202  |  0101000000
 147  |  0101000011
 117  |  0101000010
 99   |  0100111101
 229  |  0100111100
 235  |  0100111111
 246  |  0100111110
 135  |  0100110010
 165  |  0100011001
 206  |  0100011000
 210  |  0100011011
 218  |  0100011010
 144  |  0100010101
 184  |  0100010100
 172  |  0100010111
 227  |  0100010110
 158  |  0100010001
 198  |  0100010000
 178  |  0100010011
 139  |  0100010010
 199  |  0100001110
 129  |  0011101111
 124  |  0011101110
 169  |  0100001001
 204  |  0100001000
 188  |  0100001011
 38   |  0100001010
 183  |  0100000101
 211  |  0100000100
 136  |  0100000111
 41   |  0100000110
 156  |  0100000001
 162  |  0100000000
 152  |  0100000011
 37   |  0100000010
 203  |  0011101011
 200  |  0011100001
 108  |  0011100000
 73   |  0011100011
 194  |  0011100010
 121  |  0011011101
 187  |  0011011100
 51   |  0011011111
 46   |  0011011110
 58   |  0011011001
 49   |  0011011000
 138  |  0011011011
 110  |  0011011010
 39   |  0011100101
 164  |  0011100100
 82   |  0011010101
 77   |  0011010100
 114  |  0011010001
 176  |  0011010000
 81   |  0011010011
 179  |  0011010010
 195  |  0010111101
 69   |  0010111100
 214  |  0010111111
 107  |  0010111110
 166  |  0010111001
 32   |  0010111000
 161  |  0010111011
 141  |  0010111010
 97   |  0010011101
 168  |  0010011100
 142  |  0010011111
 28   |  0010011110
 217  |  0010010001
 177  |  0010010000
 185  | 01111111101
 149  | 01111111100
 106  | 01111111111
 154  | 01111111110
 87   | 01111111001
 94   | 01111111000
 186  | 01111111011
 212  | 01111111010
 181  |  0010000101
 208  |  0010000100
 75   |  0010000111
 240  |  0010000110
 109  |  0010000001
 101  |  0010000000
 93   |  0010000011
 84   |  0010000010
 79   | 01111110101
